scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario23,scenario_23.jpg,iCub sta esprimendo un'opinione.,iCub sta ripetendo il gesto di indicare.,,,I,M,,,,,0,17,17,28,,,,,0,14.185,807.7527480999997,None,,,4,001,2021_Nov_08_1521,InStance_GRUPPO_Psychopy,2020.1.3,60.01723695244526,
scenario29,scenario_29.jpg,iCub è bloccato.,iCub immagina che il giocattolo sia ancora lì.,,,M,I,,,,,0,18,18,14,,,,,9,12.135,821.9878323000012,None,,,4,001,2021_Nov_08_1521,InStance_GRUPPO_Psychopy,2020.1.3,60.01723695244526,
scenario17,scenario_17.jpg,iCub cerca di essere affascinante.,iCub ha i motori delle palpebre rotti.,,,I,M,,,,,0,19,19,24,,,,,10,11.417,834.1749234000017,None,,,4,001,2021_Nov_08_1521,InStance_GRUPPO_Psychopy,2020.1.3,60.01723695244526,
scenario18,scenario_18.jpg,iCub misura la distanza fra la ragazza e le cuffie.,iCub si aspetta che la ragazza dia in prestito le cuffie.,,,M,I,,,,,0,20,20,9,,,,,40,21.169,845.6444039000053,None,,,4,001,2021_Nov_08_1521,InStance_GRUPPO_Psychopy,2020.1.3,60.01723695244526,
scenario22,scenario_22.jpg,iCub riporta la testa nella posizione iniziale.,iCub non è più interessato al giocattolo.,,,M,I,,,,,0,21,21,27,,,,,21,17.504,866.864109800008,None,,,4,001,2021_Nov_08_1521,InStance_GRUPPO_Psychopy,2020.1.3,60.01723695244526,
scenario1,scenario_1.jpg,iCub scansiona l'ambiente.,iCub è interessato a questi oggetti.,,,M,I,,,,,0,22,22,0,,,,,20,10.098,884.4251869,None,,,4,001,2021_Nov_08_1521,InStance_GRUPPO_Psychopy,2020.1.3,60.01723695244526,
scenario2,scenario_2.jpg,iCub è sorpreso di vedere l'oggetto in aria.,iCub guarda gli oggetti all'altezza degli occhi.,,,I,M,,,,,0,23,23,17,,,,,81,20.356,894.5674612000003,None,,,4,001,2021_Nov_08_1521,InStance_GRUPPO_Psychopy,2020.1.3,60.01723695244526,
scenario34,scenario_34.jpg,iCub aggiorna le coordinate della posizione della palla.,iCub ha deciso di non lanciare la palla.,,,M,I,,,,,0,24,24,33,,,,,71,11.335,914.9733089000074,None,,,4,001,2021_Nov_08_1521,InStance_GRUPPO_Psychopy,2020.1.3,60.01723695244526,
scenario13,scenario_13.jpg,iCub vuole disegnare qualcosa.,iCub ottimizza la presa sugli oggetti piccoli.,,,I,M,,,,,0,25,25,22,,,,,21,13.32,926.3618928000069,None,,,4,001,2021_Nov_08_1521,InStance_GRUPPO_Psychopy,2020.1.3,60.01723695244526,
scenario6,scenario_6.jpg,iCub traccia il cursore del mouse.,iCub è interessato a quello che c'è sullo schermo.,,,M,I,,,,,0,26,26,19,,,,,72,16.847,939.736327400009,None,,,4,001,2021_Nov_08_1521,InStance_GRUPPO_Psychopy,2020.1.3,60.01723695244526,
scenario5,scenario_5.jpg,iCub è annoiato.,iCub è in fase di spegnimento.,,,I,M,,,,,0,27,27,2,,,,,70,12.255,956.6298014000058,None,,,4,001,2021_Nov_08_1521,InStance_GRUPPO_Psychopy,2020.1.3,60.01723695244526,
scenario28,scenario_28.jpg,iCub vorrebbe tenere questo cubo.,iCub classifica i cubi in base al colore.,,,I,M,,,,,0,28,28,30,,,,,100,11.83,968.9402249999985,None,,,4,001,2021_Nov_08_1521,InStance_GRUPPO_Psychopy,2020.1.3,60.01723695244526,
scenario16,scenario_16.jpg,iCub ha deciso di cucinare una torta.,iCub segue le istruzioni della ricetta.,,,I,M,,,,,0,29,29,8,,,,,62,10.835,980.8203055000049,None,,,4,001,2021_Nov_08_1521,InStance_GRUPPO_Psychopy,2020.1.3,60.01723695244526,
scenario7,scenario_7.jpg,iCub traccia la posizione della palla.,iCub non vede l'ora di ricevere la palla.,,,M,I,,,,,0,30,30,3,,,,,20,13.335,991.7056199000072,None,,,4,001,2021_Nov_08_1521,InStance_GRUPPO_Psychopy,2020.1.3,60.01723695244526,
scenario15,scenario_15.jpg,iCub rileva facimente gli oggetti con uno schermo.,iCub è incuriosito dalla tecnologia digitale.,,,M,I,,,,,0,31,31,7,,,,,41,22.2,1005.093867100004,None,,,4,001,2021_Nov_08_1521,InStance_GRUPPO_Psychopy,2020.1.3,60.01723695244526,
scenario11,scenario_11.jpg,iCub calcola il peso delle palle.,iCub vuole giocare con la ragazza.,,,M,I,,,,,0,32,32,5,,,,,71,9.314,1027.354196100001,None,,,4,001,2021_Nov_08_1521,InStance_GRUPPO_Psychopy,2020.1.3,60.01723695244526,
scenario26,scenario_26.jpg,iCub è deluso che la palla non rimbalzi.,iCub ha un malfunzionamento alla mano.,,,I,M,,,,,0,33,33,12,,,,,30,13.121,1036.7133646000002,None,,,4,001,2021_Nov_08_1521,InStance_GRUPPO_Psychopy,2020.1.3,60.01723695244526,
,,,,,,,,,,,,,,,,,,,,,,,,1049.8545961000054,None,,,,,,,
