scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario2,scenario_0_EXAMPLE.png,iCub categorizza gli oggetti in base alla loro forma.,iCub preferisce gli oggetti sferici.,M,I,,,0,0,0,0,,,,,100,33.656,39.740270499838516,None,,,,,,,25,001,2021_Nov_22_1040,InStance_GRUPPO_Psychopy,2020.2.10,60.290358415293696,
scenario12,scenario_12.jpg,iCub allinea la testa con la webcam.,iCub è sorpreso dalla webcam che si muove.,,,M,I,,,,,0,0,0,6,,,,,0,9.058,75.94440139993094,None,,,25,001,2021_Nov_22_1040,InStance_GRUPPO_Psychopy,2020.2.10,60.290358415293696,
scenario20,scenario_20.jpg,iCub muove la testa verso I maglioni dai colori luminosi.,iCub è sorpreso che ci sia una persona nuova.,,,M,I,,,,,0,1,1,26,,,,,70,10.778,85.0646623999346,None,,,25,001,2021_Nov_22_1040,InStance_GRUPPO_Psychopy,2020.2.10,60.290358415293696,
scenario29,scenario_29.jpg,iCub è bloccato.,iCub immagina che il giocattolo sia ancora lì.,,,M,I,,,,,0,2,2,14,,,,,12,6.546,95.90481289988384,None,,,25,001,2021_Nov_22_1040,InStance_GRUPPO_Psychopy,2020.2.10,60.290358415293696,
scenario22,scenario_22.jpg,iCub riporta la testa nella posizione iniziale.,iCub non è più interessato al giocattolo.,,,M,I,,,,,0,3,3,27,,,,,70,13.816,102.51463049999438,None,,,25,001,2021_Nov_22_1040,InStance_GRUPPO_Psychopy,2020.2.10,60.290358415293696,
scenario10,scenario_10.jpg,iCub rileva differenze tra il vecchio e il nuovo oggetto in scena.,iCub vuole leggere il libro.,,,M,I,,,,,0,4,4,21,,,,,7,8.744,116.39478109986521,None,,,25,001,2021_Nov_22_1040,InStance_GRUPPO_Psychopy,2020.2.10,60.290358415293696,
scenario11,scenario_11.jpg,iCub calcola il peso delle palle.,iCub vuole giocare con la ragazza.,,,M,I,,,,,0,5,5,5,,,,,13,6.178,125.20080789993517,None,,,25,001,2021_Nov_22_1040,InStance_GRUPPO_Psychopy,2020.2.10,60.290358415293696,
scenario17,scenario_17.jpg,iCub cerca di essere affascinante.,iCub ha i motori delle palpebre rotti.,,,I,M,,,,,0,6,6,24,,,,,51,21.091,131.44272319995798,None,,,25,001,2021_Nov_22_1040,InStance_GRUPPO_Psychopy,2020.2.10,60.290358415293696,
scenario6,scenario_6.jpg,iCub traccia il cursore del mouse.,iCub è interessato a quello che c'è sullo schermo.,,,M,I,,,,,0,7,7,19,,,,,15,9.661,152.59912779997103,None,,,25,001,2021_Nov_22_1040,InStance_GRUPPO_Psychopy,2020.2.10,60.290358415293696,
scenario26,scenario_26.jpg,iCub è deluso che la palla non rimbalzi.,iCub ha un malfunzionamento alla mano.,,,I,M,,,,,0,8,8,12,,,,,17,5.863,162.32142299995758,None,,,25,001,2021_Nov_22_1040,InStance_GRUPPO_Psychopy,2020.2.10,60.290358415293696,
scenario18,scenario_18.jpg,iCub misura la distanza fra la ragazza e le cuffie.,iCub si aspetta che la ragazza dia in prestito le cuffie.,,,M,I,,,,,0,9,9,9,,,,,17,9.749,168.24393370002508,None,,,25,001,2021_Nov_22_1040,InStance_GRUPPO_Psychopy,2020.2.10,60.290358415293696,
