scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario17,scenario_17.jpg,iCub cerca di essere affascinante.,iCub ha i motori delle palpebre rotti.,,,I,M,,,,,0,21,21,24,,,,,4,6.497,573.4120779000223,None,,,8,001,2021_Nov_09_1029,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario15,scenario_15.jpg,iCub rileva facimente gli oggetti con uno schermo.,iCub è incuriosito dalla tecnologia digitale.,,,M,I,,,,,0,22,22,7,,,,,86,16.689,579.9693703000084,None,,,8,001,2021_Nov_09_1029,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario21,scenario_21.jpg,iCub pensa che le ragazze abbiano bisogno di cibo sano.,iCub può afferrare le arance più facilmente della torta.,,,I,M,,,,,0,23,23,10,,,,,93,7.744,596.7227591999981,None,,,8,001,2021_Nov_09_1029,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario19,scenario_19.jpg,iCub non ha intenzione di raccogliere la lattina caduta.,iCub non può bloccare la procedura nonostante la lattina stia cadendo.,,,I,M,,,,,0,24,24,25,,,,,91,8.779,604.5295771000092,None,,,8,001,2021_Nov_09_1029,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario20,scenario_20.jpg,iCub muove la testa verso I maglioni dai colori luminosi.,iCub è sorpreso che ci sia una persona nuova.,,,M,I,,,,,0,25,25,26,,,,,90,9.01,613.373985400016,None,,,8,001,2021_Nov_09_1029,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario7,scenario_7.jpg,iCub traccia la posizione della palla.,iCub non vede l'ora di ricevere la palla.,,,M,I,,,,,0,26,26,3,,,,,10,13.653,622.4448663000076,None,,,8,001,2021_Nov_09_1029,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario31,scenario_31.jpg,iCub mette gli oggetti nel contenitore con la forma corrispondente.,iCub sa che è giusto mettere in ordine il tavolo dopo aver giocato.,,,M,I,,,,,0,27,27,31,,,,,15,9.875,636.1661452999979,None,,,8,001,2021_Nov_09_1029,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario11,scenario_11.jpg,iCub calcola il peso delle palle.,iCub vuole giocare con la ragazza.,,,M,I,,,,,0,28,28,5,,,,,83,6.063,646.1008110000112,None,,,8,001,2021_Nov_09_1029,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario30,scenario_30.jpg,iCub non riesce a scegliere con quale giocattolo giocare.,iCub è in modalità stand-by.,,,I,M,,,,,0,29,29,15,,,,,89,7.594,652.2287597999966,None,,,8,001,2021_Nov_09_1029,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario32,scenario_32.jpg,iCub si diverte contando le dita su ciascuna mano.,iCub calibra la posizione della testa con quella della mano.,,,I,M,,,,,0,30,30,16,,,,,100,5.293,659.8837832999998,None,,,8,001,2021_Nov_09_1029,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario6,scenario_6.jpg,iCub traccia il cursore del mouse.,iCub è interessato a quello che c'è sullo schermo.,,,M,I,,,,,0,31,31,19,,,,,4,4.494,665.2380907000042,None,,,8,001,2021_Nov_09_1029,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario5,scenario_5.jpg,iCub è annoiato.,iCub è in fase di spegnimento.,,,I,M,,,,,0,32,32,2,,,,,89,5.947,669.7904488000204,None,,,8,001,2021_Nov_09_1029,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario2,scenario_2.jpg,iCub è sorpreso di vedere l'oggetto in aria.,iCub guarda gli oggetti all'altezza degli occhi.,,,I,M,,,,,0,33,33,17,,,,,88,9.718,675.7975612000155,None,,,8,001,2021_Nov_09_1029,InStance_GRUPPO_Psychopy,2020.2.10,None,
,,,,,,,,,,,,,,,,,,,,,,,,685.5340621000214,None,,,,,,,
