scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario2,scenario_0_EXAMPLE.png,iCub categorizza gli oggetti in base alla loro forma.,iCub preferisce gli oggetti sferici.,M,I,,,0,0,0,0,,,,,0,28.502,30.39023739998811,None,,,,,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario29,scenario_29.jpg,iCub è bloccato.,iCub immagina che il giocattolo sia ancora lì.,,,M,I,,,,,0,0,0,14,,,,,0,13.033,62.70767039999191,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario13,scenario_13.jpg,iCub vuole disegnare qualcosa.,iCub ottimizza la presa sugli oggetti piccoli.,,,I,M,,,,,0,1,1,22,,,,,72,10.722,75.86843499999668,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario25,scenario_25.jpg,iCub bara guardando le carte dell'avversario.,iCub ha perso l'equilibrio per un momento.,,,I,M,,,,,0,2,2,29,,,,,29,10.59,86.71523109999544,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario4,scenario_4.jpg,iCub calcola il numero di monete.,iCub ha deciso di restituire le monete.,,,M,I,,,,,0,3,3,18,,,,,29,14.387,97.42303649999667,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario30,scenario_30.jpg,iCub non riesce a scegliere con quale giocattolo giocare.,iCub è in modalità stand-by.,,,I,M,,,,,0,4,4,15,,,,,39,14.436,111.93974019998859,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario10,scenario_10.jpg,iCub rileva differenze tra il vecchio e il nuovo oggetto in scena.,iCub vuole leggere il libro.,,,M,I,,,,,0,5,5,21,,,,,59,15.617,126.5007418999885,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario31,scenario_31.jpg,iCub mette gli oggetti nel contenitore con la forma corrispondente.,iCub sa che è giusto mettere in ordine il tavolo dopo aver giocato.,,,M,I,,,,,0,6,6,31,,,,,38,15.195,142.24903130000166,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario16,scenario_16.jpg,iCub ha deciso di cucinare una torta.,iCub segue le istruzioni della ricetta.,,,I,M,,,,,0,7,7,8,,,,,54,15.489,157.56312049999542,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario15,scenario_15.jpg,iCub rileva facimente gli oggetti con uno schermo.,iCub è incuriosito dalla tecnologia digitale.,,,M,I,,,,,0,8,8,7,,,,,56,7.324,173.17906559999392,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario17,scenario_17.jpg,iCub cerca di essere affascinante.,iCub ha i motori delle palpebre rotti.,,,I,M,,,,,0,9,9,24,,,,,41,8.281,180.6275372999953,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario24,scenario_24.jpg,iCub traccia i movimenti della mano.,iCub ha capito che la ragazza vuole la palla.,,,M,I,,,,,0,10,10,11,,,,,65,7.547,189.03393009999127,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario6,scenario_6.jpg,iCub traccia il cursore del mouse.,iCub è interessato a quello che c'è sullo schermo.,,,M,I,,,,,0,11,11,19,,,,,57,12.932,196.71095019999484,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario27,scenario_27.jpg,iCub si diverte a giocare con il camioncino.,iCub allena la coordinazione testa-mano.,,,I,M,,,,,0,12,12,13,,,,,43,5.839,209.7688627999887,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario1,scenario_1.jpg,iCub scansiona l'ambiente.,iCub è interessato a questi oggetti.,,,M,I,,,,,0,13,13,0,,,,,54,5.896,215.7412445999944,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario20,scenario_20.jpg,iCub muove la testa verso I maglioni dai colori luminosi.,iCub è sorpreso che ci sia una persona nuova.,,,M,I,,,,,0,14,14,26,,,,,56,12.79,221.77460530000099,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario12,scenario_12.jpg,iCub allinea la testa con la webcam.,iCub è sorpreso dalla webcam che si muove.,,,M,I,,,,,0,15,15,6,,,,,61,11.869,234.68211789999623,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario5,scenario_5.jpg,iCub è annoiato.,iCub è in fase di spegnimento.,,,I,M,,,,,0,16,16,2,,,,,31,9.788,246.67917489999672,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario7,scenario_7.jpg,iCub traccia la posizione della palla.,iCub non vede l'ora di ricevere la palla.,,,M,I,,,,,0,17,17,3,,,,,54,11.078,256.58059339999454,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario18,scenario_18.jpg,iCub misura la distanza fra la ragazza e le cuffie.,iCub si aspetta che la ragazza dia in prestito le cuffie.,,,M,I,,,,,0,18,18,9,,,,,57,12.356,267.79007429999183,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
scenario9,scenario_9.jpg,iCub è disperato perchè non trova il suo giocattolo preferito.,iCub ha i motori rotti.,,,I,M,,,,,0,19,19,20,,,,,61,19.358,280.2554259999888,None,,,15,001,2021_Nov_11_1004,InStance_GRUPPO_Psychopy,2020.1.3,60.015399955357296,
