scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario22,scenario_22.jpg,iCub riporta la testa nella posizione iniziale.,iCub non è più interessato al giocattolo.,,,M,I,,,,,0,20,20,27,,,,,12,24.14,674.7437890000001,None,,,30,001,2021_Nov_23_1647,InStance_GRUPPO_Psychopy,2020.1.3,59.597490470576645,
scenario29,scenario_29.jpg,iCub è bloccato.,iCub immagina che il giocattolo sia ancora lì.,,,M,I,,,,,0,21,21,14,,,,,19,19.903,698.9340002999961,None,,,30,001,2021_Nov_23_1647,InStance_GRUPPO_Psychopy,2020.1.3,59.597490470576645,
scenario8,scenario_8.jpg,iCub finge di essere un giardiniere.,iCub regola la forza in base al peso dell'oggetto.,,,I,M,,,,,0,22,22,4,,,,,78,10.05,718.8890799999936,None,,,30,001,2021_Nov_23_1647,InStance_GRUPPO_Psychopy,2020.1.3,59.597490470576645,
scenario14,scenario_14.jpg,iCub registra le città italiane in ordine alfabetico.,iCub preferisce le città italiane.,,,M,I,,,,,0,23,23,23,,,,,26,18.938,728.9883739999932,None,,,30,001,2021_Nov_23_1647,InStance_GRUPPO_Psychopy,2020.1.3,59.597490470576645,
scenario25,scenario_25.jpg,iCub bara guardando le carte dell'avversario.,iCub ha perso l'equilibrio per un momento.,,,I,M,,,,,0,24,24,29,,,,,23,64.409,747.9804351999919,None,,,30,001,2021_Nov_23_1647,InStance_GRUPPO_Psychopy,2020.1.3,59.597490470576645,
scenario21,scenario_21.jpg,iCub pensa che le ragazze abbiano bisogno di cibo sano.,iCub può afferrare le arance più facilmente della torta.,,,I,M,,,,,0,25,25,10,,,,,62,11.033,812.441829000003,None,,,30,001,2021_Nov_23_1647,InStance_GRUPPO_Psychopy,2020.1.3,59.597490470576645,
scenario16,scenario_16.jpg,iCub ha deciso di cucinare una torta.,iCub segue le istruzioni della ricetta.,,,I,M,,,,,0,26,26,8,,,,,25,19.952,823.5268301999895,None,,,30,001,2021_Nov_23_1647,InStance_GRUPPO_Psychopy,2020.1.3,59.597490470576645,
scenario9,scenario_9.jpg,iCub è disperato perchè non trova il suo giocattolo preferito.,iCub ha i motori rotti.,,,I,M,,,,,0,27,27,20,,,,,80,10.52,843.528522099994,None,,,30,001,2021_Nov_23_1647,InStance_GRUPPO_Psychopy,2020.1.3,59.597490470576645,
scenario18,scenario_18.jpg,iCub misura la distanza fra la ragazza e le cuffie.,iCub si aspetta che la ragazza dia in prestito le cuffie.,,,M,I,,,,,0,28,28,9,,,,,14,17.053,854.0982264999911,None,,,30,001,2021_Nov_23_1647,InStance_GRUPPO_Psychopy,2020.1.3,59.597490470576645,
scenario10,scenario_10.jpg,iCub rileva differenze tra il vecchio e il nuovo oggetto in scena.,iCub vuole leggere il libro.,,,M,I,,,,,0,29,29,21,,,,,21,24.323,871.2004652999894,None,,,30,001,2021_Nov_23_1647,InStance_GRUPPO_Psychopy,2020.1.3,59.597490470576645,
scenario34,scenario_34.jpg,iCub aggiorna le coordinate della posizione della palla.,iCub ha deciso di non lanciare la palla.,,,M,I,,,,,0,30,30,33,,,,,75,12.1,895.574603999994,None,,,30,001,2021_Nov_23_1647,InStance_GRUPPO_Psychopy,2020.1.3,59.597490470576645,
scenario13,scenario_13.jpg,iCub vuole disegnare qualcosa.,iCub ottimizza la presa sugli oggetti piccoli.,,,I,M,,,,,0,31,31,22,,,,,31,14.551,907.729342599996,None,,,30,001,2021_Nov_23_1647,InStance_GRUPPO_Psychopy,2020.1.3,59.597490470576645,
scenario1,scenario_1.jpg,iCub scansiona l'ambiente.,iCub è interessato a questi oggetti.,,,M,I,,,,,0,32,32,0,,,,,17,11.173,922.3269065999921,None,,,30,001,2021_Nov_23_1647,InStance_GRUPPO_Psychopy,2020.1.3,59.597490470576645,
scenario15,scenario_15.jpg,iCub rileva facimente gli oggetti con uno schermo.,iCub è incuriosito dalla tecnologia digitale.,,,M,I,,,,,0,33,33,7,,,,,34,28.006,933.5479835000006,None,,,30,001,2021_Nov_23_1647,InStance_GRUPPO_Psychopy,2020.1.3,59.597490470576645,
,,,,,,,,,,,,,,,,,,,,,,,,961.5754720999976,None,,,,,,,
