scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario31,scenario_31.jpg,iCub mette gli oggetti nel contenitore con la forma corrispondente.,iCub sa che è giusto mettere in ordine il tavolo dopo aver giocato.,,,M,I,,,,,0,9,9,31,,,,,81,11.631,601.9455690000032,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario21,scenario_21.jpg,iCub pensa che le ragazze abbiano bisogno di cibo sano.,iCub può afferrare le arance più facilmente della torta.,,,I,M,,,,,0,10,10,10,,,,,68,8.414,613.6277786999999,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario15,scenario_15.jpg,iCub rileva facimente gli oggetti con uno schermo.,iCub è incuriosito dalla tecnologia digitale.,,,M,I,,,,,0,11,11,7,,,,,15,13.514,622.0979324,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario34,scenario_34.jpg,iCub aggiorna le coordinate della posizione della palla.,iCub ha deciso di non lanciare la palla.,,,M,I,,,,,0,12,12,33,,,,,24,9.828,635.6667579999994,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario23,scenario_23.jpg,iCub sta esprimendo un'opinione.,iCub sta ripetendo il gesto di indicare.,,,I,M,,,,,0,13,13,28,,,,,85,9.341,645.5403638999996,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario11,scenario_11.jpg,iCub calcola il peso delle palle.,iCub vuole giocare con la ragazza.,,,M,I,,,,,0,14,14,5,,,,,0,11.183,654.9333355999988,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario2,scenario_2.jpg,iCub è sorpreso di vedere l'oggetto in aria.,iCub guarda gli oggetti all'altezza degli occhi.,,,I,M,,,,,0,15,15,17,,,,,100,11.403,666.1664492999989,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario10,scenario_10.jpg,iCub rileva differenze tra il vecchio e il nuovo oggetto in scena.,iCub vuole leggere il libro.,,,M,I,,,,,0,16,16,21,,,,,0,13.36,677.6289469999974,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario25,scenario_25.jpg,iCub bara guardando le carte dell'avversario.,iCub ha perso l'equilibrio per un momento.,,,I,M,,,,,0,17,17,29,,,,,99,10.147,691.0432609999989,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario7,scenario_7.jpg,iCub traccia la posizione della palla.,iCub non vede l'ora di ricevere la palla.,,,M,I,,,,,0,18,18,3,,,,,4,7.249,701.2424245000002,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario9,scenario_9.jpg,iCub è disperato perchè non trova il suo giocattolo preferito.,iCub ha i motori rotti.,,,I,M,,,,,0,19,19,20,,,,,100,9.57,708.5417464999991,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario4,scenario_4.jpg,iCub calcola il numero di monete.,iCub ha deciso di restituire le monete.,,,M,I,,,,,0,20,20,18,,,,,0,6.035,718.1645701000016,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario27,scenario_27.jpg,iCub si diverte a giocare con il camioncino.,iCub allena la coordinazione testa-mano.,,,I,M,,,,,0,21,21,13,,,,,90,8.064,724.2500982999991,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario1,scenario_1.jpg,iCub scansiona l'ambiente.,iCub è interessato a questi oggetti.,,,M,I,,,,,0,22,22,0,,,,,15,8.795,732.3696599000032,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario24,scenario_24.jpg,iCub traccia i movimenti della mano.,iCub ha capito che la ragazza vuole la palla.,,,M,I,,,,,0,23,23,11,,,,,9,9.602,741.2150160000019,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario19,scenario_19.jpg,iCub non ha intenzione di raccogliere la lattina caduta.,iCub non può bloccare la procedura nonostante la lattina stia cadendo.,,,I,M,,,,,0,24,24,25,,,,,75,21.476,750.862469599997,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario18,scenario_18.jpg,iCub misura la distanza fra la ragazza e le cuffie.,iCub si aspetta che la ragazza dia in prestito le cuffie.,,,M,I,,,,,0,25,25,9,,,,,5,8.911,772.3951639000006,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario17,scenario_17.jpg,iCub cerca di essere affascinante.,iCub ha i motori delle palpebre rotti.,,,I,M,,,,,0,26,26,24,,,,,100,5.815,781.3610054000019,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario12,scenario_12.jpg,iCub allinea la testa con la webcam.,iCub è sorpreso dalla webcam che si muove.,,,M,I,,,,,0,27,27,6,,,,,0,8.237,787.2276093999972,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario33,scenario_33.jpg,iCub è affascinato dall'uso degli utensili.,iCub afferra l'oggetto più vicino.,,,I,M,,,,,0,28,28,32,,,,,99,9.466,795.5139200999984,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario3,scenario_3.jpg,iCub afferra meglio gli oggetti cilindrici.,iCub pensa che alla ragazza piaccia il bicchiere.,,,M,I,,,,,0,29,29,1,,,,,49,18.887,805.0284840000022,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario20,scenario_20.jpg,iCub muove la testa verso I maglioni dai colori luminosi.,iCub è sorpreso che ci sia una persona nuova.,,,M,I,,,,,0,30,30,26,,,,,24,10.31,823.9737354000026,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario28,scenario_28.jpg,iCub vorrebbe tenere questo cubo.,iCub classifica i cubi in base al colore.,,,I,M,,,,,0,31,31,30,,,,,80,7.216,834.3347553999993,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario14,scenario_14.jpg,iCub registra le città italiane in ordine alfabetico.,iCub preferisce le città italiane.,,,M,I,,,,,0,32,32,23,,,,,0,12.905,841.6001172999968,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
scenario6,scenario_6.jpg,iCub traccia il cursore del mouse.,iCub è interessato a quello che c'è sullo schermo.,,,M,I,,,,,0,33,33,19,,,,,16,7.121,854.5516244000028,None,,,2,001,2021_Nov_08_1006,InStance_GRUPPO_Psychopy,2020.1.3,59.69953225365678,
,,,,,,,,,,,,,,,,,,,,,,,,861.6939110000021,None,,,,,,,
