scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario2,scenario_0_EXAMPLE.png,iCub categorizza gli oggetti in base alla loro forma.,iCub preferisce gli oggetti sferici.,M,I,,,0,0,0,0,,,,,5,23.861,30.57882029999746,None,,,,,,,19,001,2021_Nov_15_1841,InStance_GRUPPO_Psychopy,2020.1.3,60.67088652740827,
scenario22,scenario_22.jpg,iCub riporta la testa nella posizione iniziale.,iCub non è più interessato al giocattolo.,,,M,I,,,,,0,0,0,27,,,,,20,11.796,58.16572360000282,None,,,19,001,2021_Nov_15_1841,InStance_GRUPPO_Psychopy,2020.1.3,60.67088652740827,
scenario24,scenario_24.jpg,iCub traccia i movimenti della mano.,iCub ha capito che la ragazza vuole la palla.,,,M,I,,,,,0,1,1,11,,,,,79,10.58,70.02437620000273,None,,,19,001,2021_Nov_15_1841,InStance_GRUPPO_Psychopy,2020.1.3,60.67088652740827,
scenario31,scenario_31.jpg,iCub mette gli oggetti nel contenitore con la forma corrispondente.,iCub sa che è giusto mettere in ordine il tavolo dopo aver giocato.,,,M,I,,,,,0,2,2,31,,,,,2,9.781,80.66244339999685,None,,,19,001,2021_Nov_15_1841,InStance_GRUPPO_Psychopy,2020.1.3,60.67088652740827,
scenario6,scenario_6.jpg,iCub traccia il cursore del mouse.,iCub è interessato a quello che c'è sullo schermo.,,,M,I,,,,,0,3,3,19,,,,,11,7.02,90.49037879999378,None,,,19,001,2021_Nov_15_1841,InStance_GRUPPO_Psychopy,2020.1.3,60.67088652740827,
scenario14,scenario_14.jpg,iCub registra le città italiane in ordine alfabetico.,iCub preferisce le città italiane.,,,M,I,,,,,0,4,4,23,,,,,6,15.285,97.56139699999767,None,,,19,001,2021_Nov_15_1841,InStance_GRUPPO_Psychopy,2020.1.3,60.67088652740827,
scenario17,scenario_17.jpg,iCub cerca di essere affascinante.,iCub ha i motori delle palpebre rotti.,,,I,M,,,,,0,5,5,24,,,,,26,12.3,112.89753770000243,None,,,19,001,2021_Nov_15_1841,InStance_GRUPPO_Psychopy,2020.1.3,60.67088652740827,
scenario11,scenario_11.jpg,iCub calcola il peso delle palle.,iCub vuole giocare con la ragazza.,,,M,I,,,,,0,6,6,5,,,,,12,6.236,125.24742280000646,None,,,19,001,2021_Nov_15_1841,InStance_GRUPPO_Psychopy,2020.1.3,60.67088652740827,
scenario32,scenario_32.jpg,iCub si diverte contando le dita su ciascuna mano.,iCub calibra la posizione della testa con quella della mano.,,,I,M,,,,,0,7,7,16,,,,,77,9.336,131.5315774000046,None,,,19,001,2021_Nov_15_1841,InStance_GRUPPO_Psychopy,2020.1.3,60.67088652740827,
scenario26,scenario_26.jpg,iCub è deluso che la palla non rimbalzi.,iCub ha un malfunzionamento alla mano.,,,I,M,,,,,0,8,8,12,,,,,71,11.623,140.9155352999951,None,,,19,001,2021_Nov_15_1841,InStance_GRUPPO_Psychopy,2020.1.3,60.67088652740827,
scenario21,scenario_21.jpg,iCub pensa che le ragazze abbiano bisogno di cibo sano.,iCub può afferrare le arance più facilmente della torta.,,,I,M,,,,,0,9,9,10,,,,,76,16.819,152.5888733000029,None,,,19,001,2021_Nov_15_1841,InStance_GRUPPO_Psychopy,2020.1.3,60.67088652740827,
scenario15,scenario_15.jpg,iCub rileva facimente gli oggetti con uno schermo.,iCub è incuriosito dalla tecnologia digitale.,,,M,I,,,,,0,10,10,7,,,,,20,8.87,169.46090590000676,None,,,19,001,2021_Nov_15_1841,InStance_GRUPPO_Psychopy,2020.1.3,60.67088652740827,
scenario2,scenario_2.jpg,iCub è sorpreso di vedere l'oggetto in aria.,iCub guarda gli oggetti all'altezza degli occhi.,,,I,M,,,,,0,11,11,17,,,,,77,9.714,178.38075929999468,None,,,19,001,2021_Nov_15_1841,InStance_GRUPPO_Psychopy,2020.1.3,60.67088652740827,
