scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario2,scenario_0_EXAMPLE.png,iCub categorizza gli oggetti in base alla loro forma.,iCub preferisce gli oggetti sferici.,M,I,,,0,0,0,0,,,,,29,22.594,44.62096679999377,None,,,,,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario14,scenario_14.jpg,iCub registra le città italiane in ordine alfabetico.,iCub preferisce le città italiane.,,,M,I,,,,,0,0,0,23,,,,,27,21.615,69.98906629998237,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario7,scenario_7.jpg,iCub traccia la posizione della palla.,iCub non vede l'ora di ricevere la palla.,,,M,I,,,,,0,1,1,3,,,,,85,9.841,91.74598320000223,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario11,scenario_11.jpg,iCub calcola il peso delle palle.,iCub vuole giocare con la ragazza.,,,M,I,,,,,0,2,2,5,,,,,20,8.005,101.71223129998543,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario12,scenario_12.jpg,iCub allinea la testa con la webcam.,iCub è sorpreso dalla webcam che si muove.,,,M,I,,,,,0,3,3,6,,,,,27,10.497,109.8009727000026,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario21,scenario_21.jpg,iCub pensa che le ragazze abbiano bisogno di cibo sano.,iCub può afferrare le arance più facilmente della torta.,,,I,M,,,,,0,4,4,10,,,,,80,9.804,120.44448909998755,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario27,scenario_27.jpg,iCub si diverte a giocare con il camioncino.,iCub allena la coordinazione testa-mano.,,,I,M,,,,,0,5,5,13,,,,,82,7.218,130.3417926999973,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario33,scenario_33.jpg,iCub è affascinato dall'uso degli utensili.,iCub afferra l'oggetto più vicino.,,,I,M,,,,,0,6,6,32,,,,,13,8.631,137.6442626999924,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario29,scenario_29.jpg,iCub è bloccato.,iCub immagina che il giocattolo sia ancora lì.,,,M,I,,,,,0,7,7,14,,,,,22,11.482,146.3921757999924,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario22,scenario_22.jpg,iCub riporta la testa nella posizione iniziale.,iCub non è più interessato al giocattolo.,,,M,I,,,,,0,8,8,27,,,,,30,12.172,157.9951780999836,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario15,scenario_15.jpg,iCub rileva facimente gli oggetti con uno schermo.,iCub è incuriosito dalla tecnologia digitale.,,,M,I,,,,,0,9,9,7,,,,,27,7.456,170.3034340000013,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario28,scenario_28.jpg,iCub vorrebbe tenere questo cubo.,iCub classifica i cubi in base al colore.,,,I,M,,,,,0,10,10,30,,,,,79,10.992,177.88475699999253,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario17,scenario_17.jpg,iCub cerca di essere affascinante.,iCub ha i motori delle palpebre rotti.,,,I,M,,,,,0,11,11,24,,,,,19,10.1,189.01254840000183,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario6,scenario_6.jpg,iCub traccia il cursore del mouse.,iCub è interessato a quello che c'è sullo schermo.,,,M,I,,,,,0,12,12,19,,,,,21,6.327,199.2276320999954,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario34,scenario_34.jpg,iCub aggiorna le coordinate della posizione della palla.,iCub ha deciso di non lanciare la palla.,,,M,I,,,,,0,13,13,33,,,,,83,18.451,205.6691523999907,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario20,scenario_20.jpg,iCub muove la testa verso I maglioni dai colori luminosi.,iCub è sorpreso che ci sia una persona nuova.,,,M,I,,,,,0,14,14,26,,,,,23,15.147,224.2517481999821,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario1,scenario_1.jpg,iCub scansiona l'ambiente.,iCub è interessato a questi oggetti.,,,M,I,,,,,0,15,15,0,,,,,21,10.068,239.51424359998782,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario26,scenario_26.jpg,iCub è deluso che la palla non rimbalzi.,iCub ha un malfunzionamento alla mano.,,,I,M,,,,,0,16,16,12,,,,,19,6.99,249.70031149999704,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario31,scenario_31.jpg,iCub mette gli oggetti nel contenitore con la forma corrispondente.,iCub sa che è giusto mettere in ordine il tavolo dopo aver giocato.,,,M,I,,,,,0,17,17,31,,,,,17,10.027,256.8130435999774,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario30,scenario_30.jpg,iCub non riesce a scegliere con quale giocattolo giocare.,iCub è in modalità stand-by.,,,I,M,,,,,0,18,18,15,,,,,89,10.504,266.98206680000294,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario2,scenario_2.jpg,iCub è sorpreso di vedere l'oggetto in aria.,iCub guarda gli oggetti all'altezza degli occhi.,,,I,M,,,,,0,19,19,17,,,,,11,7.207,277.6077091000043,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario19,scenario_19.jpg,iCub non ha intenzione di raccogliere la lattina caduta.,iCub non può bloccare la procedura nonostante la lattina stia cadendo.,,,I,M,,,,,0,20,20,25,,,,,85,8.733,284.9399029999913,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario10,scenario_10.jpg,iCub rileva differenze tra il vecchio e il nuovo oggetto in scena.,iCub vuole leggere il libro.,,,M,I,,,,,0,21,21,21,,,,,21,13.232,293.8248875999998,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario23,scenario_23.jpg,iCub sta esprimendo un'opinione.,iCub sta ripetendo il gesto di indicare.,,,I,M,,,,,0,22,22,28,,,,,15,12.431,307.19389709999086,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario4,scenario_4.jpg,iCub calcola il numero di monete.,iCub ha deciso di restituire le monete.,,,M,I,,,,,0,23,23,18,,,,,74,14.731,319.74063289997866,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario13,scenario_13.jpg,iCub vuole disegnare qualcosa.,iCub ottimizza la presa sugli oggetti piccoli.,,,I,M,,,,,0,24,24,22,,,,,85,7.427,334.56082620000234,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario18,scenario_18.jpg,iCub misura la distanza fra la ragazza e le cuffie.,iCub si aspetta che la ragazza dia in prestito le cuffie.,,,M,I,,,,,0,25,25,9,,,,,85,20.223,342.130219499988,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario8,scenario_8.jpg,iCub finge di essere un giardiniere.,iCub regola la forza in base al peso dell'oggetto.,,,I,M,,,,,0,26,26,4,,,,,84,8.065,362.4696694999875,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario5,scenario_5.jpg,iCub è annoiato.,iCub è in fase di spegnimento.,,,I,M,,,,,0,27,27,2,,,,,11,5.841,370.6586142999877,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario32,scenario_32.jpg,iCub si diverte contando le dita su ciascuna mano.,iCub calibra la posizione della testa con quella della mano.,,,I,M,,,,,0,28,28,16,,,,,87,8.859,376.60647949998383,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario9,scenario_9.jpg,iCub è disperato perchè non trova il suo giocattolo preferito.,iCub ha i motori rotti.,,,I,M,,,,,0,29,29,20,,,,,18,7.258,385.59058590000495,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario16,scenario_16.jpg,iCub ha deciso di cucinare una torta.,iCub segue le istruzioni della ricetta.,,,I,M,,,,,0,30,30,8,,,,,84,14.965,392.99569979999796,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario24,scenario_24.jpg,iCub traccia i movimenti della mano.,iCub ha capito che la ragazza vuole la palla.,,,M,I,,,,,0,31,31,11,,,,,84,7.532,408.08343779999996,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario25,scenario_25.jpg,iCub bara guardando le carte dell'avversario.,iCub ha perso l'equilibrio per un momento.,,,I,M,,,,,0,32,32,29,,,,,15,7.8,415.7437979999813,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario3,scenario_3.jpg,iCub afferra meglio gli oggetti cilindrici.,iCub pensa che alla ragazza piaccia il bicchiere.,,,M,I,,,,,0,33,33,1,,,,,83,7.94,423.67376199999126,None,,,9,001,2021_Nov_09_1149,InStance_GRUPPO_Psychopy,2020.2.10,None,
,,,,,,,,,,,,,,,,,,,,,,,,431.6290106999804,None,,,,,,,
