scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario2,scenario_0_EXAMPLE.png,iCub categorizza gli oggetti in base alla loro forma.,iCub preferisce gli oggetti sferici.,M,I,,,0,0,0,0,,,,,100,20.301,601.3255778998137,None,,,,,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario4,scenario_4.jpg,iCub calcola il numero di monete.,iCub ha deciso di restituire le monete.,,,M,I,,,,,0,0,0,18,,,,,0,24.367,626.0194698998239,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario6,scenario_6.jpg,iCub traccia il cursore del mouse.,iCub è interessato a quello che c'è sullo schermo.,,,M,I,,,,,0,1,1,19,,,,,100,10.794,650.4462955999188,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario14,scenario_14.jpg,iCub registra le città italiane in ordine alfabetico.,iCub preferisce le città italiane.,,,M,I,,,,,0,2,2,23,,,,,94,16.063,661.3100278999191,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario15,scenario_15.jpg,iCub rileva facimente gli oggetti con uno schermo.,iCub è incuriosito dalla tecnologia digitale.,,,M,I,,,,,0,3,3,7,,,,,90,15.599,677.4406272999477,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario13,scenario_13.jpg,iCub vuole disegnare qualcosa.,iCub ottimizza la presa sugli oggetti piccoli.,,,I,M,,,,,0,4,4,22,,,,,0,11.126,693.1572295997757,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario29,scenario_29.jpg,iCub è bloccato.,iCub immagina che il giocattolo sia ancora lì.,,,M,I,,,,,0,5,5,14,,,,,96,8.529,704.379256399814,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario25,scenario_25.jpg,iCub bara guardando le carte dell'avversario.,iCub ha perso l'equilibrio per un momento.,,,I,M,,,,,0,6,6,29,,,,,0,10.044,712.9749507999513,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario33,scenario_33.jpg,iCub è affascinato dall'uso degli utensili.,iCub afferra l'oggetto più vicino.,,,I,M,,,,,0,7,7,32,,,,,5,12.269,723.0805288997944,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario20,scenario_20.jpg,iCub muove la testa verso I maglioni dai colori luminosi.,iCub è sorpreso che ci sia una persona nuova.,,,M,I,,,,,0,8,8,26,,,,,0,13.645,735.4249045997858,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario5,scenario_5.jpg,iCub è annoiato.,iCub è in fase di spegnimento.,,,I,M,,,,,0,9,9,2,,,,,1,9.077,749.145313099958,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario19,scenario_19.jpg,iCub non ha intenzione di raccogliere la lattina caduta.,iCub non può bloccare la procedura nonostante la lattina stia cadendo.,,,I,M,,,,,0,10,10,25,,,,,0,10.354,758.3103855999652,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario28,scenario_28.jpg,iCub vorrebbe tenere questo cubo.,iCub classifica i cubi in base al colore.,,,I,M,,,,,0,11,11,30,,,,,100,8.296,768.7265739999712,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario34,scenario_34.jpg,iCub aggiorna le coordinate della posizione della palla.,iCub ha deciso di non lanciare la palla.,,,M,I,,,,,0,12,12,33,,,,,0,10.655,777.1033821997698,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario26,scenario_26.jpg,iCub è deluso che la palla non rimbalzi.,iCub ha un malfunzionamento alla mano.,,,I,M,,,,,0,13,13,12,,,,,99,12.237,787.8257591999136,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario22,scenario_22.jpg,iCub riporta la testa nella posizione iniziale.,iCub non è più interessato al giocattolo.,,,M,I,,,,,0,14,14,27,,,,,0,9.431,800.12539309985,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario32,scenario_32.jpg,iCub si diverte contando le dita su ciascuna mano.,iCub calibra la posizione della testa con quella della mano.,,,I,M,,,,,0,15,15,16,,,,,0,11.201,809.6152250999585,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario23,scenario_23.jpg,iCub sta esprimendo un'opinione.,iCub sta ripetendo il gesto di indicare.,,,I,M,,,,,0,16,16,28,,,,,98,11.994,820.885713199852,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario1,scenario_1.jpg,iCub scansiona l'ambiente.,iCub è interessato a questi oggetti.,,,M,I,,,,,0,17,17,0,,,,,0,6.446,832.9391715999227,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario8,scenario_8.jpg,iCub finge di essere un giardiniere.,iCub regola la forza in base al peso dell'oggetto.,,,I,M,,,,,0,18,18,4,,,,,100,6.495,839.4469376998022,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario27,scenario_27.jpg,iCub si diverte a giocare con il camioncino.,iCub allena la coordinazione testa-mano.,,,I,M,,,,,0,19,19,13,,,,,99,4.149,846.0196231999435,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario31,scenario_31.jpg,iCub mette gli oggetti nel contenitore con la forma corrispondente.,iCub sa che è giusto mettere in ordine il tavolo dopo aver giocato.,,,M,I,,,,,0,20,20,31,,,,,2,9.705,850.2678398999851,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario12,scenario_12.jpg,iCub allinea la testa con la webcam.,iCub è sorpreso dalla webcam che si muove.,,,M,I,,,,,0,21,21,6,,,,,0,11.673,860.042944899993,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario11,scenario_11.jpg,iCub calcola il peso delle palle.,iCub vuole giocare con la ragazza.,,,M,I,,,,,0,22,22,5,,,,,4,5.145,871.7782427999191,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario30,scenario_30.jpg,iCub non riesce a scegliere con quale giocattolo giocare.,iCub è in modalità stand-by.,,,I,M,,,,,0,23,23,15,,,,,100,5.159,876.985774199944,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario10,scenario_10.jpg,iCub rileva differenze tra il vecchio e il nuovo oggetto in scena.,iCub vuole leggere il libro.,,,M,I,,,,,0,24,24,21,,,,,0,10.647,882.2074217998888,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario24,scenario_24.jpg,iCub traccia i movimenti della mano.,iCub ha capito che la ragazza vuole la palla.,,,M,I,,,,,0,25,25,11,,,,,100,8.402,892.9158900999464,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario21,scenario_21.jpg,iCub pensa che le ragazze abbiano bisogno di cibo sano.,iCub può afferrare le arance più facilmente della torta.,,,I,M,,,,,0,26,26,10,,,,,100,7.194,901.3772393998224,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario2,scenario_2.jpg,iCub è sorpreso di vedere l'oggetto in aria.,iCub guarda gli oggetti all'altezza degli occhi.,,,I,M,,,,,0,27,27,17,,,,,0,13.152,908.6321114997845,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario16,scenario_16.jpg,iCub ha deciso di cucinare una torta.,iCub segue le istruzioni della ricetta.,,,I,M,,,,,0,28,28,8,,,,,100,9.148,921.8455811999738,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario9,scenario_9.jpg,iCub è disperato perchè non trova il suo giocattolo preferito.,iCub ha i motori rotti.,,,I,M,,,,,0,29,29,20,,,,,95,15.586,931.0728606998455,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario18,scenario_18.jpg,iCub misura la distanza fra la ragazza e le cuffie.,iCub si aspetta che la ragazza dia in prestito le cuffie.,,,M,I,,,,,0,30,30,9,,,,,0,17.836,946.7243748998735,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario17,scenario_17.jpg,iCub cerca di essere affascinante.,iCub ha i motori delle palpebre rotti.,,,I,M,,,,,0,31,31,24,,,,,100,8.768,964.6337756998837,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario7,scenario_7.jpg,iCub traccia la posizione della palla.,iCub non vede l'ora di ricevere la palla.,,,M,I,,,,,0,32,32,3,,,,,1,6.892,973.4845528998412,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario3,scenario_3.jpg,iCub afferra meglio gli oggetti cilindrici.,iCub pensa che alla ragazza piaccia il bicchiere.,,,M,I,,,,,0,33,33,1,,,,,5,5.721,980.4441789998673,None,,,26,001,2021_Nov_22_1143,InStance_GRUPPO_Psychopy,2020.2.10,None,
,,,,,,,,,,,,,,,,,,,,,,,,986.1846852998715,None,,,,,,,
