scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario2,scenario_0_EXAMPLE.png,iCub categorizza gli oggetti in base alla loro forma.,iCub preferisce gli oggetti sferici.,M,I,,,0,0,0,0,,,,,100,14.326,49.08728440001141,None,,,,,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario16,scenario_16.jpg,iCub ha deciso di cucinare una torta.,iCub segue le istruzioni della ricetta.,,,I,M,,,,,0,0,0,8,,,,,51,7.478,66.1232698999811,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario7,scenario_7.jpg,iCub traccia la posizione della palla.,iCub non vede l'ora di ricevere la palla.,,,M,I,,,,,0,1,1,3,,,,,0,5.877,73.6897878999589,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario32,scenario_32.jpg,iCub si diverte contando le dita su ciascuna mano.,iCub calibra la posizione della testa con quella della mano.,,,I,M,,,,,0,2,2,16,,,,,100,7.957,79.73555700003635,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario21,scenario_21.jpg,iCub pensa che le ragazze abbiano bisogno di cibo sano.,iCub può afferrare le arance più facilmente della torta.,,,I,M,,,,,0,3,3,10,,,,,100,10.099,87.80322810006328,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario19,scenario_19.jpg,iCub non ha intenzione di raccogliere la lattina caduta.,iCub non può bloccare la procedura nonostante la lattina stia cadendo.,,,I,M,,,,,0,4,4,25,,,,,90,10.437,98.0457035000436,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario12,scenario_12.jpg,iCub allinea la testa con la webcam.,iCub è sorpreso dalla webcam che si muove.,,,M,I,,,,,0,5,5,6,,,,,93,8.368,108.62334629998077,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario11,scenario_11.jpg,iCub calcola il peso delle palle.,iCub vuole giocare con la ragazza.,,,M,I,,,,,0,6,6,5,,,,,2,5.856,117.12117719999515,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario25,scenario_25.jpg,iCub bara guardando le carte dell'avversario.,iCub ha perso l'equilibrio per un momento.,,,I,M,,,,,0,7,7,29,,,,,100,11.884,123.10433100000955,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario13,scenario_13.jpg,iCub vuole disegnare qualcosa.,iCub ottimizza la presa sugli oggetti piccoli.,,,I,M,,,,,0,8,8,22,,,,,2,9.769,135.19556490005925,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario20,scenario_20.jpg,iCub muove la testa verso I maglioni dai colori luminosi.,iCub è sorpreso che ci sia una persona nuova.,,,M,I,,,,,0,9,9,26,,,,,2,7.497,145.0784610999981,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario3,scenario_3.jpg,iCub afferra meglio gli oggetti cilindrici.,iCub pensa che alla ragazza piaccia il bicchiere.,,,M,I,,,,,0,10,10,1,,,,,0,10.596,152.70467899995856,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario28,scenario_28.jpg,iCub vorrebbe tenere questo cubo.,iCub classifica i cubi in base al colore.,,,I,M,,,,,0,11,11,30,,,,,99,6.381,163.39405530004296,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario9,scenario_9.jpg,iCub è disperato perchè non trova il suo giocattolo preferito.,iCub ha i motori rotti.,,,I,M,,,,,0,12,12,20,,,,,80,8.34,169.8819697999861,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario15,scenario_15.jpg,iCub rileva facimente gli oggetti con uno schermo.,iCub è incuriosito dalla tecnologia digitale.,,,M,I,,,,,0,13,13,7,,,,,11,6.943,178.36696330003906,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario4,scenario_4.jpg,iCub calcola il numero di monete.,iCub ha deciso di restituire le monete.,,,M,I,,,,,0,14,14,18,,,,,38,6.69,185.45658440003172,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario2,scenario_2.jpg,iCub è sorpreso di vedere l'oggetto in aria.,iCub guarda gli oggetti all'altezza degli occhi.,,,I,M,,,,,0,15,15,17,,,,,30,9.321,192.23621310002636,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario30,scenario_30.jpg,iCub non riesce a scegliere con quale giocattolo giocare.,iCub è in modalità stand-by.,,,I,M,,,,,0,16,16,15,,,,,70,9.675,201.70550569996703,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario5,scenario_5.jpg,iCub è annoiato.,iCub è in fase di spegnimento.,,,I,M,,,,,0,17,17,2,,,,,59,9.376,211.51551469997503,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario22,scenario_22.jpg,iCub riporta la testa nella posizione iniziale.,iCub non è più interessato al giocattolo.,,,M,I,,,,,0,18,18,27,,,,,29,9.526,221.0087010000134,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario26,scenario_26.jpg,iCub è deluso che la palla non rimbalzi.,iCub ha un malfunzionamento alla mano.,,,I,M,,,,,0,19,19,12,,,,,42,5.606,230.6647280000616,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario24,scenario_24.jpg,iCub traccia i movimenti della mano.,iCub ha capito che la ragazza vuole la palla.,,,M,I,,,,,0,20,20,11,,,,,39,7.895,236.37716160004493,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario23,scenario_23.jpg,iCub sta esprimendo un'opinione.,iCub sta ripetendo il gesto di indicare.,,,I,M,,,,,0,21,21,28,,,,,59,5.947,244.39155629999004,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario17,scenario_17.jpg,iCub cerca di essere affascinante.,iCub ha i motori delle palpebre rotti.,,,I,M,,,,,0,22,22,24,,,,,63,7.035,250.44545190001372,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario31,scenario_31.jpg,iCub mette gli oggetti nel contenitore con la forma corrispondente.,iCub sa che è giusto mettere in ordine il tavolo dopo aver giocato.,,,M,I,,,,,0,23,23,31,,,,,30,9.755,257.6497328999685,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario34,scenario_34.jpg,iCub aggiorna le coordinate della posizione della palla.,iCub ha deciso di non lanciare la palla.,,,M,I,,,,,0,24,24,33,,,,,39,6.443,267.52560030005407,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario33,scenario_33.jpg,iCub è affascinato dall'uso degli utensili.,iCub afferra l'oggetto più vicino.,,,I,M,,,,,0,25,25,32,,,,,68,7.261,274.1006897999905,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario18,scenario_18.jpg,iCub misura la distanza fra la ragazza e le cuffie.,iCub si aspetta che la ragazza dia in prestito le cuffie.,,,M,I,,,,,0,26,26,9,,,,,45,5.235,281.47750030003954,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario27,scenario_27.jpg,iCub si diverte a giocare con il camioncino.,iCub allena la coordinazione testa-mano.,,,I,M,,,,,0,27,27,13,,,,,62,5.031,286.85065060004126,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario29,scenario_29.jpg,iCub è bloccato.,iCub immagina che il giocattolo sia ancora lì.,,,M,I,,,,,0,28,28,14,,,,,38,4.386,292.054952400038,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario14,scenario_14.jpg,iCub registra le città italiane in ordine alfabetico.,iCub preferisce le città italiane.,,,M,I,,,,,0,29,29,23,,,,,38,5.96,296.5961165999761,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario6,scenario_6.jpg,iCub traccia il cursore del mouse.,iCub è interessato a quello che c'è sullo schermo.,,,M,I,,,,,0,30,30,19,,,,,38,8.612,302.6640198000241,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario10,scenario_10.jpg,iCub rileva differenze tra il vecchio e il nuovo oggetto in scena.,iCub vuole leggere il libro.,,,M,I,,,,,0,31,31,21,,,,,41,8.122,311.43494289997034,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario1,scenario_1.jpg,iCub scansiona l'ambiente.,iCub è interessato a questi oggetti.,,,M,I,,,,,0,32,32,0,,,,,40,3.942,319.71670230000746,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario8,scenario_8.jpg,iCub finge di essere un giardiniere.,iCub regola la forza in base al peso dell'oggetto.,,,I,M,,,,,0,33,33,4,,,,,66,3.576,323.82160729996394,None,,,20,001,2021_Nov_16_0848,InStance_GRUPPO_Psychopy,2020.2.10,None,
,,,,,,,,,,,,,,,,,,,,,,,,327.4191513999831,None,,,,,,,
