scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario2,scenario_0_EXAMPLE.png,iCub categorizza gli oggetti in base alla loro forma.,iCub preferisce gli oggetti sferici.,M,I,,,0,0,0,0,,,,,100,35.344,46.69232199998805,None,,,,,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario14,scenario_14.jpg,iCub registra le città italiane in ordine alfabetico.,iCub preferisce le città italiane.,,,M,I,,,,,0,0,0,23,,,,,100,41.837,99.74761389999185,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario19,scenario_19.jpg,iCub non ha intenzione di raccogliere la lattina caduta.,iCub non può bloccare la procedura nonostante la lattina stia cadendo.,,,I,M,,,,,0,1,1,25,,,,,51,23.025,141.6683720999863,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario28,scenario_28.jpg,iCub vorrebbe tenere questo cubo.,iCub classifica i cubi in base al colore.,,,I,M,,,,,0,2,2,30,,,,,51,27.981,164.79231529997196,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario7,scenario_7.jpg,iCub traccia la posizione della palla.,iCub non vede l'ora di ricevere la palla.,,,M,I,,,,,0,3,3,3,,,,,96,15.112,192.90752379997866,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario1,scenario_1.jpg,iCub scansiona l'ambiente.,iCub è interessato a questi oggetti.,,,M,I,,,,,0,4,4,0,,,,,100,16.717,208.1523004999617,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario15,scenario_15.jpg,iCub rileva facimente gli oggetti con uno schermo.,iCub è incuriosito dalla tecnologia digitale.,,,M,I,,,,,0,5,5,7,,,,,50,24.792,225.01303579995874,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario33,scenario_33.jpg,iCub è affascinato dall'uso degli utensili.,iCub afferra l'oggetto più vicino.,,,I,M,,,,,0,6,6,32,,,,,50,17.429,249.91448869998567,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario18,scenario_18.jpg,iCub misura la distanza fra la ragazza e le cuffie.,iCub si aspetta che la ragazza dia in prestito le cuffie.,,,M,I,,,,,0,7,7,9,,,,,51,9.353,267.4565118000028,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario21,scenario_21.jpg,iCub pensa che le ragazze abbiano bisogno di cibo sano.,iCub può afferrare le arance più facilmente della torta.,,,I,M,,,,,0,8,8,10,,,,,0,24.988,276.9449028999661,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario17,scenario_17.jpg,iCub cerca di essere affascinante.,iCub ha i motori delle palpebre rotti.,,,I,M,,,,,0,9,9,24,,,,,100,9.592,302.05773020000197,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario2,scenario_2.jpg,iCub è sorpreso di vedere l'oggetto in aria.,iCub guarda gli oggetti all'altezza degli occhi.,,,I,M,,,,,0,10,10,17,,,,,49,28.887,311.7751018999843,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario11,scenario_11.jpg,iCub calcola il peso delle palle.,iCub vuole giocare con la ragazza.,,,M,I,,,,,0,11,11,5,,,,,80,42.752,340.82414719997905,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario31,scenario_31.jpg,iCub mette gli oggetti nel contenitore con la forma corrispondente.,iCub sa che è giusto mettere in ordine il tavolo dopo aver giocato.,,,M,I,,,,,0,12,12,31,,,,,1,21.255,383.7689800999942,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario26,scenario_26.jpg,iCub è deluso che la palla non rimbalzi.,iCub ha un malfunzionamento alla mano.,,,I,M,,,,,0,13,13,12,,,,,100,16.571,405.2046051999787,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario13,scenario_13.jpg,iCub vuole disegnare qualcosa.,iCub ottimizza la presa sugli oggetti piccoli.,,,I,M,,,,,0,14,14,22,,,,,86,6.659,421.8868447999703,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario6,scenario_6.jpg,iCub traccia il cursore del mouse.,iCub è interessato a quello che c'è sullo schermo.,,,M,I,,,,,0,15,15,19,,,,,0,9.495,428.6682713999762,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario20,scenario_20.jpg,iCub muove la testa verso I maglioni dai colori luminosi.,iCub è sorpreso che ci sia una persona nuova.,,,M,I,,,,,0,16,16,26,,,,,8,9.985,438.2934851999744,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario5,scenario_5.jpg,iCub è annoiato.,iCub è in fase di spegnimento.,,,I,M,,,,,0,17,17,2,,,,,99,4.099,448.3712209999794,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario8,scenario_8.jpg,iCub finge di essere un giardiniere.,iCub regola la forza in base al peso dell'oggetto.,,,I,M,,,,,0,18,18,4,,,,,100,4.087,452.5982191999792,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario3,scenario_3.jpg,iCub afferra meglio gli oggetti cilindrici.,iCub pensa che alla ragazza piaccia il bicchiere.,,,M,I,,,,,0,19,19,1,,,,,0,4.707,456.8080407999805,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario29,scenario_29.jpg,iCub è bloccato.,iCub immagina che il giocattolo sia ancora lì.,,,M,I,,,,,0,20,20,14,,,,,0,6.381,461.6335811999743,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario24,scenario_24.jpg,iCub traccia i movimenti della mano.,iCub ha capito che la ragazza vuole la palla.,,,M,I,,,,,0,21,21,11,,,,,0,11.995,468.1431500999606,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario34,scenario_34.jpg,iCub aggiorna le coordinate della posizione della palla.,iCub ha deciso di non lanciare la palla.,,,M,I,,,,,0,22,22,33,,,,,0,7.839,480.2728555999929,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario12,scenario_12.jpg,iCub allinea la testa con la webcam.,iCub è sorpreso dalla webcam che si muove.,,,M,I,,,,,0,23,23,6,,,,,0,6.519,488.2369824000052,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario16,scenario_16.jpg,iCub ha deciso di cucinare una torta.,iCub segue le istruzioni della ricetta.,,,I,M,,,,,0,24,24,8,,,,,99,7.626,494.87344589998247,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario27,scenario_27.jpg,iCub si diverte a giocare con il camioncino.,iCub allena la coordinazione testa-mano.,,,I,M,,,,,0,25,25,13,,,,,100,8.001,502.60577679995913,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario9,scenario_9.jpg,iCub è disperato perchè non trova il suo giocattolo preferito.,iCub ha i motori rotti.,,,I,M,,,,,0,26,26,20,,,,,90,6.077,510.73513139999704,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario30,scenario_30.jpg,iCub non riesce a scegliere con quale giocattolo giocare.,iCub è in modalità stand-by.,,,I,M,,,,,0,27,27,15,,,,,100,9.971,516.9566866999958,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario22,scenario_22.jpg,iCub riporta la testa nella posizione iniziale.,iCub non è più interessato al giocattolo.,,,M,I,,,,,0,28,28,27,,,,,10,9.783,527.0691938999807,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario10,scenario_10.jpg,iCub rileva differenze tra il vecchio e il nuovo oggetto in scena.,iCub vuole leggere il libro.,,,M,I,,,,,0,29,29,21,,,,,0,8.408,536.9826631000033,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario25,scenario_25.jpg,iCub bara guardando le carte dell'avversario.,iCub ha perso l'equilibrio per un momento.,,,I,M,,,,,0,30,30,29,,,,,97,12.42,545.5223334999755,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario4,scenario_4.jpg,iCub calcola il numero di monete.,iCub ha deciso di restituire le monete.,,,M,I,,,,,0,31,31,18,,,,,19,11.852,558.0822556999628,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario23,scenario_23.jpg,iCub sta esprimendo un'opinione.,iCub sta ripetendo il gesto di indicare.,,,I,M,,,,,0,32,32,28,,,,,100,4.801,570.0545513000106,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
scenario32,scenario_32.jpg,iCub si diverte contando le dita su ciascuna mano.,iCub calibra la posizione della testa con quella della mano.,,,I,M,,,,,0,33,33,16,,,,,100,3.863,574.9742994999979,None,,,16,001,2021_Nov_11_1822,InStance_GRUPPO_Psychopy,2020.2.10,None,
,,,,,,,,,,,,,,,,,,,,,,,,578.8555877999752,None,,,,,,,
