scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario2,scenario_0_EXAMPLE.png,iCub categorizza gli oggetti in base alla loro forma.,iCub preferisce gli oggetti sferici.,M,I,,,0,0,0,0,,,,,90,28.81,33.13103899999987,None,,,,,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario27,scenario_27.jpg,iCub si diverte a giocare con il camioncino.,iCub allena la coordinazione testa-mano.,,,I,M,,,,,0,0,0,13,,,,,9,9.467,66.65757669999948,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario17,scenario_17.jpg,iCub cerca di essere affascinante.,iCub ha i motori delle palpebre rotti.,,,I,M,,,,,0,1,1,24,,,,,37,21.402,76.23655809999946,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario31,scenario_31.jpg,iCub mette gli oggetti nel contenitore con la forma corrispondente.,iCub sa che è giusto mettere in ordine il tavolo dopo aver giocato.,,,M,I,,,,,0,2,2,31,,,,,0,15.194,97.77300370000012,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario13,scenario_13.jpg,iCub vuole disegnare qualcosa.,iCub ottimizza la presa sugli oggetti piccoli.,,,I,M,,,,,0,3,3,22,,,,,34,10.857,113.09116369999992,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario15,scenario_15.jpg,iCub rileva facimente gli oggetti con uno schermo.,iCub è incuriosito dalla tecnologia digitale.,,,M,I,,,,,0,4,4,7,,,,,100,19.058,124.07633449999958,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario30,scenario_30.jpg,iCub non riesce a scegliere con quale giocattolo giocare.,iCub è in modalità stand-by.,,,I,M,,,,,0,5,5,15,,,,,64,16.306,143.2513024,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario20,scenario_20.jpg,iCub muove la testa verso I maglioni dai colori luminosi.,iCub è sorpreso che ci sia una persona nuova.,,,M,I,,,,,0,6,6,26,,,,,77,17.313,159.67792800000007,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario5,scenario_5.jpg,iCub è annoiato.,iCub è in fase di spegnimento.,,,I,M,,,,,0,7,7,2,,,,,100,8.098,177.1192106999997,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario7,scenario_7.jpg,iCub traccia la posizione della palla.,iCub non vede l'ora di ricevere la palla.,,,M,I,,,,,0,8,8,3,,,,,29,8.758,185.33402139999998,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario6,scenario_6.jpg,iCub traccia il cursore del mouse.,iCub è interessato a quello che c'è sullo schermo.,,,M,I,,,,,0,9,9,19,,,,,86,7.471,194.21919679999974,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario22,scenario_22.jpg,iCub riporta la testa nella posizione iniziale.,iCub non è più interessato al giocattolo.,,,M,I,,,,,0,10,10,27,,,,,22,13.037,201.80319059999965,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario9,scenario_9.jpg,iCub è disperato perchè non trova il suo giocattolo preferito.,iCub ha i motori rotti.,,,I,M,,,,,0,11,11,20,,,,,91,13.714,214.97199230000024,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario19,scenario_19.jpg,iCub non ha intenzione di raccogliere la lattina caduta.,iCub non può bloccare la procedura nonostante la lattina stia cadendo.,,,I,M,,,,,0,12,12,25,,,,,80,16.357,228.8172486000003,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario8,scenario_8.jpg,iCub finge di essere un giardiniere.,iCub regola la forza in base al peso dell'oggetto.,,,I,M,,,,,0,13,13,4,,,,,85,6.573,245.2882866,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario3,scenario_3.jpg,iCub afferra meglio gli oggetti cilindrici.,iCub pensa che alla ragazza piaccia il bicchiere.,,,M,I,,,,,0,14,14,1,,,,,61,14.765,251.98088819999975,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario26,scenario_26.jpg,iCub è deluso che la palla non rimbalzi.,iCub ha un malfunzionamento alla mano.,,,I,M,,,,,0,15,15,12,,,,,45,7.879,266.86704069999996,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario24,scenario_24.jpg,iCub traccia i movimenti della mano.,iCub ha capito che la ragazza vuole la palla.,,,M,I,,,,,0,16,16,11,,,,,65,9.525,274.8683117999999,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario28,scenario_28.jpg,iCub vorrebbe tenere questo cubo.,iCub classifica i cubi in base al colore.,,,I,M,,,,,0,17,17,30,,,,,100,16.723,284.50455239999974,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario11,scenario_11.jpg,iCub calcola il peso delle palle.,iCub vuole giocare con la ragazza.,,,M,I,,,,,0,18,18,5,,,,,60,15.735,301.34711940000034,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario23,scenario_23.jpg,iCub sta esprimendo un'opinione.,iCub sta ripetendo il gesto di indicare.,,,I,M,,,,,0,19,19,28,,,,,62,15.635,317.20480450000014,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario12,scenario_12.jpg,iCub allinea la testa con la webcam.,iCub è sorpreso dalla webcam che si muove.,,,M,I,,,,,0,20,20,6,,,,,45,11.865,332.96528149999995,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario2,scenario_2.jpg,iCub è sorpreso di vedere l'oggetto in aria.,iCub guarda gli oggetti all'altezza degli occhi.,,,I,M,,,,,0,21,21,17,,,,,74,10.382,344.9369237000001,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario25,scenario_25.jpg,iCub bara guardando le carte dell'avversario.,iCub ha perso l'equilibrio per un momento.,,,I,M,,,,,0,22,22,29,,,,,86,9.111,355.44307169999956,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario18,scenario_18.jpg,iCub misura la distanza fra la ragazza e le cuffie.,iCub si aspetta che la ragazza dia in prestito le cuffie.,,,M,I,,,,,0,23,23,9,,,,,42,8.34,364.67946029999985,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario10,scenario_10.jpg,iCub rileva differenze tra il vecchio e il nuovo oggetto in scena.,iCub vuole leggere il libro.,,,M,I,,,,,0,24,24,21,,,,,11,14.629,373.1372339999998,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario34,scenario_34.jpg,iCub aggiorna le coordinate della posizione della palla.,iCub ha deciso di non lanciare la palla.,,,M,I,,,,,0,25,25,33,,,,,84,7.845,387.89165109999976,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario4,scenario_4.jpg,iCub calcola il numero di monete.,iCub ha deciso di restituire le monete.,,,M,I,,,,,0,26,26,18,,,,,0,20.161,395.86403679999967,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario1,scenario_1.jpg,iCub scansiona l'ambiente.,iCub è interessato a questi oggetti.,,,M,I,,,,,0,27,27,0,,,,,0,7.017,416.1356685999999,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario16,scenario_16.jpg,iCub ha deciso di cucinare una torta.,iCub segue le istruzioni della ricetta.,,,I,M,,,,,0,28,28,8,,,,,73,8.005,423.27072320000025,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario29,scenario_29.jpg,iCub è bloccato.,iCub immagina che il giocattolo sia ancora lì.,,,M,I,,,,,0,29,29,14,,,,,19,8.52,431.39321329999984,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario21,scenario_21.jpg,iCub pensa che le ragazze abbiano bisogno di cibo sano.,iCub può afferrare le arance più facilmente della torta.,,,I,M,,,,,0,30,30,10,,,,,87,5.471,440.0323462999995,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario14,scenario_14.jpg,iCub registra le città italiane in ordine alfabetico.,iCub preferisce le città italiane.,,,M,I,,,,,0,31,31,23,,,,,11,17.185,445.5721937999997,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario33,scenario_33.jpg,iCub è affascinato dall'uso degli utensili.,iCub afferra l'oggetto più vicino.,,,I,M,,,,,0,32,32,32,,,,,72,11.028,462.8188976000001,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario32,scenario_32.jpg,iCub si diverte contando le dita su ciascuna mano.,iCub calibra la posizione della testa con quella della mano.,,,I,M,,,,,0,33,33,16,,,,,86,6.732,473.94113219999963,None,,,23,001,2021_Nov_19_1020,InStance_GRUPPO_Psychopy,2020.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,480.69752510000035,None,,,,,,,
