scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario2,scenario_0_EXAMPLE.png,iCub categorizza gli oggetti in base alla loro forma.,iCub preferisce gli oggetti sferici.,M,I,,,0,0,0,0,,,,,0,27.293,202.32400570000027,None,,,,,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario16,scenario_16.jpg,iCub ha deciso di cucinare una torta.,iCub segue le istruzioni della ricetta.,,,I,M,,,,,0,0,0,8,,,,,10,14.709,235.5892015999998,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario5,scenario_5.jpg,iCub è annoiato.,iCub è in fase di spegnimento.,,,I,M,,,,,0,1,1,2,,,,,100,8.672,250.34333699999843,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario12,scenario_12.jpg,iCub allinea la testa con la webcam.,iCub è sorpreso dalla webcam che si muove.,,,M,I,,,,,0,2,2,6,,,,,20,21.404,259.0658841999975,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario32,scenario_32.jpg,iCub si diverte contando le dita su ciascuna mano.,iCub calibra la posizione della testa con quella della mano.,,,I,M,,,,,0,3,3,16,,,,,80,19.538,280.51867739999943,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario11,scenario_11.jpg,iCub calcola il peso delle palle.,iCub vuole giocare con la ragazza.,,,M,I,,,,,0,4,4,5,,,,,69,16.255,300.1053845999995,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario31,scenario_31.jpg,iCub mette gli oggetti nel contenitore con la forma corrispondente.,iCub sa che è giusto mettere in ordine il tavolo dopo aver giocato.,,,M,I,,,,,0,5,5,31,,,,,0,17.27,316.4128600999975,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario23,scenario_23.jpg,iCub sta esprimendo un'opinione.,iCub sta ripetendo il gesto di indicare.,,,I,M,,,,,0,6,6,28,,,,,71,16.07,333.7299622999999,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario1,scenario_1.jpg,iCub scansiona l'ambiente.,iCub è interessato a questi oggetti.,,,M,I,,,,,0,7,7,0,,,,,10,16.374,349.84518599999865,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario7,scenario_7.jpg,iCub traccia la posizione della palla.,iCub non vede l'ora di ricevere la palla.,,,M,I,,,,,0,8,8,3,,,,,0,7.985,366.27016789999834,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario18,scenario_18.jpg,iCub misura la distanza fra la ragazza e le cuffie.,iCub si aspetta che la ragazza dia in prestito le cuffie.,,,M,I,,,,,0,9,9,9,,,,,20,16.414,374.32844759999716,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario28,scenario_28.jpg,iCub vorrebbe tenere questo cubo.,iCub classifica i cubi in base al colore.,,,I,M,,,,,0,10,10,30,,,,,100,10.16,390.789667699999,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario34,scenario_34.jpg,iCub aggiorna le coordinate della posizione della palla.,iCub ha deciso di non lanciare la palla.,,,M,I,,,,,0,11,11,33,,,,,20,16.345,401.0041055999973,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario27,scenario_27.jpg,iCub si diverte a giocare con il camioncino.,iCub allena la coordinazione testa-mano.,,,I,M,,,,,0,12,12,13,,,,,70,9.73,417.40242299999954,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario14,scenario_14.jpg,iCub registra le città italiane in ordine alfabetico.,iCub preferisce le città italiane.,,,M,I,,,,,0,13,13,23,,,,,0,15.334,427.1848224999994,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario21,scenario_21.jpg,iCub pensa che le ragazze abbiano bisogno di cibo sano.,iCub può afferrare le arance più facilmente della torta.,,,I,M,,,,,0,14,14,10,,,,,100,17.819,442.5703169999979,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario33,scenario_33.jpg,iCub è affascinato dall'uso degli utensili.,iCub afferra l'oggetto più vicino.,,,I,M,,,,,0,15,15,32,,,,,79,10.276,460.4374685999974,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario22,scenario_22.jpg,iCub riporta la testa nella posizione iniziale.,iCub non è più interessato al giocattolo.,,,M,I,,,,,0,16,16,27,,,,,11,17.054,470.75800979999985,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario10,scenario_10.jpg,iCub rileva differenze tra il vecchio e il nuovo oggetto in scena.,iCub vuole leggere il libro.,,,M,I,,,,,0,17,17,21,,,,,0,10.893,487.8620198999997,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario6,scenario_6.jpg,iCub traccia il cursore del mouse.,iCub è interessato a quello che c'è sullo schermo.,,,M,I,,,,,0,18,18,19,,,,,0,13.825,498.8083560999985,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario2,scenario_2.jpg,iCub è sorpreso di vedere l'oggetto in aria.,iCub guarda gli oggetti all'altezza degli occhi.,,,I,M,,,,,0,19,19,17,,,,,80,15.753,512.6839454000001,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario25,scenario_25.jpg,iCub bara guardando le carte dell'avversario.,iCub ha perso l'equilibrio per un momento.,,,I,M,,,,,0,20,20,29,,,,,30,19.236,528.4874420999986,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario30,scenario_30.jpg,iCub non riesce a scegliere con quale giocattolo giocare.,iCub è in modalità stand-by.,,,I,M,,,,,0,21,21,15,,,,,91,13.502,547.7740717999986,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario9,scenario_9.jpg,iCub è disperato perchè non trova il suo giocattolo preferito.,iCub ha i motori rotti.,,,I,M,,,,,0,22,22,20,,,,,100,15.137,561.3260430999981,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario20,scenario_20.jpg,iCub muove la testa verso I maglioni dai colori luminosi.,iCub è sorpreso che ci sia una persona nuova.,,,M,I,,,,,0,23,23,26,,,,,79,18.021,576.5120590000006,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario19,scenario_19.jpg,iCub non ha intenzione di raccogliere la lattina caduta.,iCub non può bloccare la procedura nonostante la lattina stia cadendo.,,,I,M,,,,,0,24,24,25,,,,,31,20.522,594.5824934999982,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario4,scenario_4.jpg,iCub calcola il numero di monete.,iCub ha deciso di restituire le monete.,,,M,I,,,,,0,25,25,18,,,,,10,12.939,615.1516288999992,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario17,scenario_17.jpg,iCub cerca di essere affascinante.,iCub ha i motori delle palpebre rotti.,,,I,M,,,,,0,26,26,24,,,,,100,8.732,628.1427122999994,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario8,scenario_8.jpg,iCub finge di essere un giardiniere.,iCub regola la forza in base al peso dell'oggetto.,,,I,M,,,,,0,27,27,4,,,,,100,8.574,636.9205746999978,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario29,scenario_29.jpg,iCub è bloccato.,iCub immagina che il giocattolo sia ancora lì.,,,M,I,,,,,0,28,28,14,,,,,30,13.567,645.5482209000002,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario13,scenario_13.jpg,iCub vuole disegnare qualcosa.,iCub ottimizza la presa sugli oggetti piccoli.,,,I,M,,,,,0,29,29,22,,,,,80,15.573,659.1615972999971,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario26,scenario_26.jpg,iCub è deluso che la palla non rimbalzi.,iCub ha un malfunzionamento alla mano.,,,I,M,,,,,0,30,30,12,,,,,61,16.361,674.7813191999994,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario3,scenario_3.jpg,iCub afferra meglio gli oggetti cilindrici.,iCub pensa che alla ragazza piaccia il bicchiere.,,,M,I,,,,,0,31,31,1,,,,,0,11.374,691.198000999997,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario15,scenario_15.jpg,iCub rileva facimente gli oggetti con uno schermo.,iCub è incuriosito dalla tecnologia digitale.,,,M,I,,,,,0,32,32,7,,,,,0,17.937,702.6213624999982,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
scenario24,scenario_24.jpg,iCub traccia i movimenti della mano.,iCub ha capito che la ragazza vuole la palla.,,,M,I,,,,,0,33,33,11,,,,,82,18.507,720.6073732999976,None,,,28,001,2021_Nov_22_1701,InStance_GRUPPO_Psychopy,2020.1.3,59.26371940209259,
,,,,,,,,,,,,,,,,,,,,,,,,739.1358159999982,None,,,,,,,
