scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario6,scenario_6.jpg,iCub traccia il cursore del mouse.,iCub è interessato a quello che c'è sullo schermo.,,,M,I,,,,,0,16,16,19,,,,,0,6.615,315.9885923999973,None,,,7,001,2021_Nov_09_0843,InStance_GRUPPO_Psychopy,2020.2.10,60.06511057918447,
scenario32,scenario_32.jpg,iCub si diverte contando le dita su ciascuna mano.,iCub calibra la posizione della testa con quella della mano.,,,I,M,,,,,0,17,17,16,,,,,100,11.984,323.2525492999994,None,,,7,001,2021_Nov_09_0843,InStance_GRUPPO_Psychopy,2020.2.10,60.06511057918447,
scenario3,scenario_3.jpg,iCub afferra meglio gli oggetti cilindrici.,iCub pensa che alla ragazza piaccia il bicchiere.,,,M,I,,,,,0,18,18,1,,,,,3,15.356,335.330343499998,None,,,7,001,2021_Nov_09_0843,InStance_GRUPPO_Psychopy,2020.2.10,60.06511057918447,
scenario30,scenario_30.jpg,iCub non riesce a scegliere con quale giocattolo giocare.,iCub è in modalità stand-by.,,,I,M,,,,,0,19,19,15,,,,,100,12.359,351.2780139000097,None,,,7,001,2021_Nov_09_0843,InStance_GRUPPO_Psychopy,2020.2.10,60.06511057918447,
scenario19,scenario_19.jpg,iCub non ha intenzione di raccogliere la lattina caduta.,iCub non può bloccare la procedura nonostante la lattina stia cadendo.,,,I,M,,,,,0,20,20,25,,,,,100,9.054,364.17774080000527,None,,,7,001,2021_Nov_09_0843,InStance_GRUPPO_Psychopy,2020.2.10,60.06511057918447,
scenario7,scenario_7.jpg,iCub traccia la posizione della palla.,iCub non vede l'ora di ricevere la palla.,,,M,I,,,,,0,21,21,3,,,,,0,6.563,373.3018340999988,None,,,7,001,2021_Nov_09_0843,InStance_GRUPPO_Psychopy,2020.2.10,60.06511057918447,
scenario13,scenario_13.jpg,iCub vuole disegnare qualcosa.,iCub ottimizza la presa sugli oggetti piccoli.,,,I,M,,,,,0,22,22,22,,,,,100,9.368,379.9303297000006,None,,,7,001,2021_Nov_09_0843,InStance_GRUPPO_Psychopy,2020.2.10,60.06511057918447,
scenario26,scenario_26.jpg,iCub è deluso che la palla non rimbalzi.,iCub ha un malfunzionamento alla mano.,,,I,M,,,,,0,23,23,12,,,,,100,7.42,389.9602060000034,None,,,7,001,2021_Nov_09_0843,InStance_GRUPPO_Psychopy,2020.2.10,60.06511057918447,
scenario1,scenario_1.jpg,iCub scansiona l'ambiente.,iCub è interessato a questi oggetti.,,,M,I,,,,,0,24,24,0,,,,,0,5.252,397.4426769999991,None,,,7,001,2021_Nov_09_0843,InStance_GRUPPO_Psychopy,2020.2.10,60.06511057918447,
scenario34,scenario_34.jpg,iCub aggiorna le coordinate della posizione della palla.,iCub ha deciso di non lanciare la palla.,,,M,I,,,,,0,25,25,33,,,,,0,10.769,403.2568336999975,None,,,7,001,2021_Nov_09_0843,InStance_GRUPPO_Psychopy,2020.2.10,60.06511057918447,
scenario23,scenario_23.jpg,iCub sta esprimendo un'opinione.,iCub sta ripetendo il gesto di indicare.,,,I,M,,,,,0,26,26,28,,,,,100,15.917,414.72346500000276,None,,,7,001,2021_Nov_09_0843,InStance_GRUPPO_Psychopy,2020.2.10,60.06511057918447,
scenario28,scenario_28.jpg,iCub vorrebbe tenere questo cubo.,iCub classifica i cubi in base al colore.,,,I,M,,,,,0,27,27,30,,,,,100,6.721,431.23681309999665,None,,,7,001,2021_Nov_09_0843,InStance_GRUPPO_Psychopy,2020.2.10,60.06511057918447,
scenario8,scenario_8.jpg,iCub finge di essere un giardiniere.,iCub regola la forza in base al peso dell'oggetto.,,,I,M,,,,,0,28,28,4,,,,,100,9.533,438.02053460000025,None,,,7,001,2021_Nov_09_0843,InStance_GRUPPO_Psychopy,2020.2.10,60.06511057918447,
scenario31,scenario_31.jpg,iCub mette gli oggetti nel contenitore con la forma corrispondente.,iCub sa che è giusto mettere in ordine il tavolo dopo aver giocato.,,,M,I,,,,,0,29,29,31,,,,,0,7.082,448.23930450000626,None,,,7,001,2021_Nov_09_0843,InStance_GRUPPO_Psychopy,2020.2.10,60.06511057918447,
scenario11,scenario_11.jpg,iCub calcola il peso delle palle.,iCub vuole giocare con la ragazza.,,,M,I,,,,,0,30,30,5,,,,,0,3.433,455.38769070000853,None,,,7,001,2021_Nov_09_0843,InStance_GRUPPO_Psychopy,2020.2.10,60.06511057918447,
scenario16,scenario_16.jpg,iCub ha deciso di cucinare una torta.,iCub segue le istruzioni della ricetta.,,,I,M,,,,,0,31,31,8,,,,,100,9.316,458.88520289999724,None,,,7,001,2021_Nov_09_0843,InStance_GRUPPO_Psychopy,2020.2.10,60.06511057918447,
scenario20,scenario_20.jpg,iCub muove la testa verso I maglioni dai colori luminosi.,iCub è sorpreso che ci sia una persona nuova.,,,M,I,,,,,0,32,32,26,,,,,0,13.541,468.775532700005,None,,,7,001,2021_Nov_09_0843,InStance_GRUPPO_Psychopy,2020.2.10,60.06511057918447,
scenario33,scenario_33.jpg,iCub è affascinato dall'uso degli utensili.,iCub afferra l'oggetto più vicino.,,,I,M,,,,,0,33,33,32,,,,,100,6.416,483.0521497000009,None,,,7,001,2021_Nov_09_0843,InStance_GRUPPO_Psychopy,2020.2.10,60.06511057918447,
,,,,,,,,,,,,,,,,,,,,,,,,489.4857367000077,None,,,,,,,
