scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario2,scenario_0_EXAMPLE.png,iCub categorizza gli oggetti in base alla loro forma.,iCub preferisce gli oggetti sferici.,M,I,,,0,0,0,0,,,,,1,22.542,24.99515580001753,None,,,,,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario22,scenario_22.jpg,iCub riporta la testa nella posizione iniziale.,iCub non è più interessato al giocattolo.,,,M,I,,,,,0,0,0,27,,,,,0,6.131,49.90152500002296,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario18,scenario_18.jpg,iCub misura la distanza fra la ragazza e le cuffie.,iCub si aspetta che la ragazza dia in prestito le cuffie.,,,M,I,,,,,0,1,1,9,,,,,0,4.806,56.08312389999628,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario26,scenario_26.jpg,iCub è deluso che la palla non rimbalzi.,iCub ha un malfunzionamento alla mano.,,,I,M,,,,,0,2,2,12,,,,,100,5.129,60.939369300002,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario31,scenario_31.jpg,iCub mette gli oggetti nel contenitore con la forma corrispondente.,iCub sa che è giusto mettere in ordine il tavolo dopo aver giocato.,,,M,I,,,,,0,3,3,31,,,,,0,7.663,66.12296619999688,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario28,scenario_28.jpg,iCub vorrebbe tenere questo cubo.,iCub classifica i cubi in base al colore.,,,I,M,,,,,0,4,4,30,,,,,100,5.844,73.84123420002288,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario34,scenario_34.jpg,iCub aggiorna le coordinate della posizione della palla.,iCub ha deciso di non lanciare la palla.,,,M,I,,,,,0,5,5,33,,,,,0,7.911,79.73112290000427,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario16,scenario_16.jpg,iCub ha deciso di cucinare una torta.,iCub segue le istruzioni della ricetta.,,,I,M,,,,,0,6,6,8,,,,,100,3.197,87.69360480000614,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario21,scenario_21.jpg,iCub pensa che le ragazze abbiano bisogno di cibo sano.,iCub può afferrare le arance più facilmente della torta.,,,I,M,,,,,0,7,7,10,,,,,100,6.267,90.99149350001244,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario33,scenario_33.jpg,iCub è affascinato dall'uso degli utensili.,iCub afferra l'oggetto più vicino.,,,I,M,,,,,0,8,8,32,,,,,100,3.651,97.30635880000773,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario23,scenario_23.jpg,iCub sta esprimendo un'opinione.,iCub sta ripetendo il gesto di indicare.,,,I,M,,,,,0,9,9,28,,,,,100,4.924,101.00036750000436,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario27,scenario_27.jpg,iCub si diverte a giocare con il camioncino.,iCub allena la coordinazione testa-mano.,,,I,M,,,,,0,10,10,13,,,,,92,3.424,105.97019089999958,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario3,scenario_3.jpg,iCub afferra meglio gli oggetti cilindrici.,iCub pensa che alla ragazza piaccia il bicchiere.,,,M,I,,,,,0,11,11,1,,,,,0,4.888,109.4494159000169,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario14,scenario_14.jpg,iCub registra le città italiane in ordine alfabetico.,iCub preferisce le città italiane.,,,M,I,,,,,0,12,12,23,,,,,0,5.187,114.39051690002088,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario12,scenario_12.jpg,iCub allinea la testa con la webcam.,iCub è sorpreso dalla webcam che si muove.,,,M,I,,,,,0,13,13,6,,,,,0,4.32,119.62486130002071,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario11,scenario_11.jpg,iCub calcola il peso delle palle.,iCub vuole giocare con la ragazza.,,,M,I,,,,,0,14,14,5,,,,,0,3.075,123.99239430000307,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario19,scenario_19.jpg,iCub non ha intenzione di raccogliere la lattina caduta.,iCub non può bloccare la procedura nonostante la lattina stia cadendo.,,,I,M,,,,,0,15,15,25,,,,,99,4.554,127.11295850001625,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario7,scenario_7.jpg,iCub traccia la posizione della palla.,iCub non vede l'ora di ricevere la palla.,,,M,I,,,,,0,16,16,3,,,,,1,4.278,131.736802600004,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario17,scenario_17.jpg,iCub cerca di essere affascinante.,iCub ha i motori delle palpebre rotti.,,,I,M,,,,,0,17,17,24,,,,,100,6.042,136.06478880002396,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario24,scenario_24.jpg,iCub traccia i movimenti della mano.,iCub ha capito che la ragazza vuole la palla.,,,M,I,,,,,0,18,18,11,,,,,0,5.365,142.1686469000124,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario29,scenario_29.jpg,iCub è bloccato.,iCub immagina che il giocattolo sia ancora lì.,,,M,I,,,,,0,19,19,14,,,,,0,4.267,147.58273130000453,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario5,scenario_5.jpg,iCub è annoiato.,iCub è in fase di spegnimento.,,,I,M,,,,,0,20,20,2,,,,,100,3.221,151.8988820000086,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario20,scenario_20.jpg,iCub muove la testa verso I maglioni dai colori luminosi.,iCub è sorpreso che ci sia una persona nuova.,,,M,I,,,,,0,21,21,26,,,,,0,3.883,155.16864010001882,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario30,scenario_30.jpg,iCub non riesce a scegliere con quale giocattolo giocare.,iCub è in modalità stand-by.,,,I,M,,,,,0,22,22,15,,,,,100,4.221,159.10100190000958,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario8,scenario_8.jpg,iCub finge di essere un giardiniere.,iCub regola la forza in base al peso dell'oggetto.,,,I,M,,,,,0,23,23,4,,,,,100,3.314,163.39002099999925,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario1,scenario_1.jpg,iCub scansiona l'ambiente.,iCub è interessato a questi oggetti.,,,M,I,,,,,0,24,24,0,,,,,0,2.506,166.7482686000003,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario2,scenario_2.jpg,iCub è sorpreso di vedere l'oggetto in aria.,iCub guarda gli oggetti all'altezza degli occhi.,,,I,M,,,,,0,25,25,17,,,,,95,4.065,169.30675840002368,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario4,scenario_4.jpg,iCub calcola il numero di monete.,iCub ha deciso di restituire le monete.,,,M,I,,,,,0,26,26,18,,,,,7,3.132,173.42431490001036,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
scenario25,scenario_25.jpg,iCub bara guardando le carte dell'avversario.,iCub ha perso l'equilibrio per un momento.,,,I,M,,,,,0,27,27,29,,,,,100,7.457,176.60286140002427,None,,,21,001,2021_Nov_16_1720,InStance_GRUPPO_Psychopy,2020.1.3,60.113964046043705,
