scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario9,scenario_9.jpg,iCub è disperato perchè non trova il suo giocattolo preferito.,iCub ha i motori rotti.,,,I,M,,,,,0,14,14,20,,,,,100,10.421,278.679344199998,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario12,scenario_12.jpg,iCub allinea la testa con la webcam.,iCub è sorpreso dalla webcam che si muove.,,,M,I,,,,,0,15,15,6,,,,,0,8.274,289.2182995000039,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario7,scenario_7.jpg,iCub traccia la posizione della palla.,iCub non vede l'ora di ricevere la palla.,,,M,I,,,,,0,16,16,3,,,,,4,6.257,297.5898506000012,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario17,scenario_17.jpg,iCub cerca di essere affascinante.,iCub ha i motori delle palpebre rotti.,,,I,M,,,,,0,17,17,24,,,,,0,10.598,303.95997630000056,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario29,scenario_29.jpg,iCub è bloccato.,iCub immagina che il giocattolo sia ancora lì.,,,M,I,,,,,0,18,18,14,,,,,0,9.417,314.6825344000026,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario24,scenario_24.jpg,iCub traccia i movimenti della mano.,iCub ha capito che la ragazza vuole la palla.,,,M,I,,,,,0,19,19,11,,,,,0,7.363,324.22422709999955,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario16,scenario_16.jpg,iCub ha deciso di cucinare una torta.,iCub segue le istruzioni della ricetta.,,,I,M,,,,,0,20,20,8,,,,,100,9.429,331.69646930000454,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario6,scenario_6.jpg,iCub traccia il cursore del mouse.,iCub è interessato a quello che c'è sullo schermo.,,,M,I,,,,,0,21,21,19,,,,,100,14.073,341.2562856000004,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario30,scenario_30.jpg,iCub non riesce a scegliere con quale giocattolo giocare.,iCub è in modalità stand-by.,,,I,M,,,,,0,22,22,15,,,,,100,7.639,355.4376661999995,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario28,scenario_28.jpg,iCub vorrebbe tenere questo cubo.,iCub classifica i cubi in base al colore.,,,I,M,,,,,0,23,23,30,,,,,99,7.168,363.1649714000014,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario5,scenario_5.jpg,iCub è annoiato.,iCub è in fase di spegnimento.,,,I,M,,,,,0,24,24,2,,,,,100,5.372,370.4409969000044,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario13,scenario_13.jpg,iCub vuole disegnare qualcosa.,iCub ottimizza la presa sugli oggetti piccoli.,,,I,M,,,,,0,25,25,22,,,,,100,5.428,375.9325775000034,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario33,scenario_33.jpg,iCub è affascinato dall'uso degli utensili.,iCub afferra l'oggetto più vicino.,,,I,M,,,,,0,26,26,32,,,,,90,8.889,381.4526277000041,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario19,scenario_19.jpg,iCub non ha intenzione di raccogliere la lattina caduta.,iCub non può bloccare la procedura nonostante la lattina stia cadendo.,,,I,M,,,,,0,27,27,25,,,,,49,16.936,390.4694774000018,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario25,scenario_25.jpg,iCub bara guardando le carte dell'avversario.,iCub ha perso l'equilibrio per un momento.,,,I,M,,,,,0,28,28,29,,,,,17,9.103,407.5256569999983,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario21,scenario_21.jpg,iCub pensa che le ragazze abbiano bisogno di cibo sano.,iCub può afferrare le arance più facilmente della torta.,,,I,M,,,,,0,29,29,10,,,,,95,8.102,416.75414499999897,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario18,scenario_18.jpg,iCub misura la distanza fra la ragazza e le cuffie.,iCub si aspetta che la ragazza dia in prestito le cuffie.,,,M,I,,,,,0,30,30,9,,,,,98,7.922,424.97014910000144,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario34,scenario_34.jpg,iCub aggiorna le coordinate della posizione della palla.,iCub ha deciso di non lanciare la palla.,,,M,I,,,,,0,31,31,33,,,,,3,5.691,433.0086739000035,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario8,scenario_8.jpg,iCub finge di essere un giardiniere.,iCub regola la forza in base al peso dell'oggetto.,,,I,M,,,,,0,32,32,4,,,,,98,6.387,438.823461400003,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario10,scenario_10.jpg,iCub rileva differenze tra il vecchio e il nuovo oggetto in scena.,iCub vuole leggere il libro.,,,M,I,,,,,0,33,33,21,,,,,0,10.701,445.3498255000013,None,,,18,001,2021_Nov_15_1108,InStance_GRUPPO_Psychopy,2020.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,456.0740245000052,None,,,,,,,
