scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario2,scenario_0_EXAMPLE.png,iCub categorizza gli oggetti in base alla loro forma.,iCub preferisce gli oggetti sferici.,M,I,,,0,0,0,0,,,,,19,27.921,40.32947659999991,None,,,,,,,13,001,2021_Nov_10_1543,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario15,scenario_15.jpg,iCub rileva facimente gli oggetti con uno schermo.,iCub è incuriosito dalla tecnologia digitale.,,,M,I,,,,,0,0,0,7,,,,,26,11.054,71.90712310000163,None,,,13,001,2021_Nov_10_1543,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario13,scenario_13.jpg,iCub vuole disegnare qualcosa.,iCub ottimizza la presa sugli oggetti piccoli.,,,I,M,,,,,0,1,1,22,,,,,84,8.296,83.08475340000223,None,,,13,001,2021_Nov_10_1543,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario9,scenario_9.jpg,iCub è disperato perchè non trova il suo giocattolo preferito.,iCub ha i motori rotti.,,,I,M,,,,,0,2,2,20,,,,,89,7.302,91.46500890000243,None,,,13,001,2021_Nov_10_1543,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario20,scenario_20.jpg,iCub muove la testa verso I maglioni dai colori luminosi.,iCub è sorpreso che ci sia una persona nuova.,,,M,I,,,,,0,3,3,26,,,,,33,8.27,98.88283760000195,None,,,13,001,2021_Nov_10_1543,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario32,scenario_32.jpg,iCub si diverte contando le dita su ciascuna mano.,iCub calibra la posizione della testa con quella della mano.,,,I,M,,,,,0,4,4,16,,,,,67,6.04,107.27848599999925,None,,,13,001,2021_Nov_10_1543,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario7,scenario_7.jpg,iCub traccia la posizione della palla.,iCub non vede l'ora di ricevere la palla.,,,M,I,,,,,0,5,5,3,,,,,24,6.824,113.45886910000263,None,,,13,001,2021_Nov_10_1543,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario18,scenario_18.jpg,iCub misura la distanza fra la ragazza e le cuffie.,iCub si aspetta che la ragazza dia in prestito le cuffie.,,,M,I,,,,,0,6,6,9,,,,,30,9.324,120.39756900000066,None,,,13,001,2021_Nov_10_1543,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario11,scenario_11.jpg,iCub calcola il peso delle palle.,iCub vuole giocare con la ragazza.,,,M,I,,,,,0,7,7,5,,,,,27,9.294,129.83217069999955,None,,,13,001,2021_Nov_10_1543,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario16,scenario_16.jpg,iCub ha deciso di cucinare una torta.,iCub segue le istruzioni della ricetta.,,,I,M,,,,,0,8,8,8,,,,,72,10.539,139.25556580000193,None,,,13,001,2021_Nov_10_1543,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario6,scenario_6.jpg,iCub traccia il cursore del mouse.,iCub è interessato a quello che c'è sullo schermo.,,,M,I,,,,,0,9,9,19,,,,,30,4.695,149.89717720000044,None,,,13,001,2021_Nov_10_1543,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario17,scenario_17.jpg,iCub cerca di essere affascinante.,iCub ha i motori delle palpebre rotti.,,,I,M,,,,,0,10,10,24,,,,,31,5.483,154.68068549999953,None,,,13,001,2021_Nov_10_1543,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario12,scenario_12.jpg,iCub allinea la testa con la webcam.,iCub è sorpreso dalla webcam che si muove.,,,M,I,,,,,0,11,11,6,,,,,26,4.839,160.2950607999992,None,,,13,001,2021_Nov_10_1543,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario8,scenario_8.jpg,iCub finge di essere un giardiniere.,iCub regola la forza in base al peso dell'oggetto.,,,I,M,,,,,0,12,12,4,,,,,57,11.809,165.26404240000193,None,,,13,001,2021_Nov_10_1543,InStance_GRUPPO_Psychopy,2020.1.3,None,
scenario22,scenario_22.jpg,iCub riporta la testa nella posizione iniziale.,iCub non è più interessato al giocattolo.,,,M,I,,,,,0,13,13,27,,,,,25,11.571,177.1796503000005,None,,,13,001,2021_Nov_10_1543,InStance_GRUPPO_Psychopy,2020.1.3,None,
